point	title	description	icon
13.193887 -59.543198	Barbados	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.3078 -64.7505	Bermuda	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
49.25014 -84.49983	Canada	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
56.6511091 23.7213541	Courland	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
21.521757 -77.781167	Cuba	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
12.16957 -68.99002	Curacao	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
15.414999 -61.37097600000001	Dominica	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
12.1165 -61.67899999999999	Grenada	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
4.9227 -52.32689999999999	Cayenne, French Guiana	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.140751 -5.353585	Gibraltar	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
60.90831739999999 -44.4400156	Greenland	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
16.1296293 -61.6538052	Guadeloupe	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
11.803749 -15.180413	Guinea	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
20.0 77.0	India	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.109581 -77.297508	Jamaica	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.3 -62.2	Leeward Islands	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.76070740000001 -16.9594723	Madeira	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
14.641528 -61.024174	Martinique	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
12.01066 -83.766037	Miskito Coast	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
16.742498 -62.187366	Montserrat	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.15 -62.58333	Nevis	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
8.537981 -80.782127	Panama	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.220833 -66.590149	Puerto Rico	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.6354642 -63.2326763	Saba	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.3433796 -62.7559043	St. Christophers	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.4890306 -62.973555	St. Eustatius	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
13.909444 -60.978893	St. Lucia	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.335361 -64.95340089999999	St. Thomas	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
13.2648773 -61.21024420000001	St. Vincent	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.735693 -70.162651	Santo Domingo	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
3.919305 -56.027783	Surinam	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
11.2673788 -60.6517354	Tobago	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
11.2673788 -60.6517354	Trinidad	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
48.954408 -54.6103488	Newfoundland	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.68198659999999 -63.744311	Nova Scotia	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
46.2486851 -60.851817	Cape Breton	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.100351 -70.21477639999999	Maine	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.80118210000001 -68.77781379999999	Province of Sagadahock	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.1938516 -71.5723953	New Hampshire	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.4072107 -71.3824374	Massachusetts	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.5800945 -71.4774291	Rhode Island	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.6032207 -73.087749	Connecticut	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.2994285 -74.21793260000001	New York	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.0583238 -74.4056612	New Jersey	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.2033216 -77.1945247	Pennsylvania	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.9108325 -75.52766989999999	Delaware	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.0457549 -76.64127119999999	Maryland	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.4315734 -78.6568942	Virginia	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.7595731 -79.01929969999999	North Carolina	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
33.836081 -81.1637245	South Carolina	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
31.93659 -81.92845	Georgia	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
27.6648274 -81.5157535	Florida	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
31.2448234 -92.14502449999999	Louisiana	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.00681 -61.76256	English Harbour	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.0044567 -61.7633021	Fort Berkeley	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
13.116667 -59.466667	St. Philip Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
13.116667 -59.6	St. Michael Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
13.1012 -59.5996	Government House, Barbados	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.078333 -77.345556	Fort Nassau	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.770421 -64.65662100000002	Shepody	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.055348 -52.9120289	Caplin Bay, NL	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.0339483 -52.8826702	Ferryland	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.5605413 -52.71283150000001	St. John's	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.72044 -53.19696	Mosquito, NL	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.242185 -53.963421	Placentia	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.3051573 -52.79051399999999	Bay Bulls	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
46.7366667 -53.3633333	Trepassey	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
46.912689 -53.582031	St. Mary's, NL	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
48.3678064 -53.3587865	Trinity, NL	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.628028 -52.854028	Portugal Cove	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
46.9755469 -52.9599495	Fermeuse	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.46978379999999 -52.7051779	Petty Harbour, NL	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.581437 -52.680729	Quidi Vidi	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.249487 -53.961513	Ft. Frederick, Placentia, NL	colony	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.742226 -65.515822	Annapolis Royal	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.3362846 -60.9944422	Canso	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.65603400000001 -60.87506999999999	St. Peter's	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.89249179999999 -59.98239539999999	Louisbourg	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.102319 -64.30542299999999	Minas	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.3657733 -63.28694069999999	Cobequid	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.849442 -64.24829199999999	Chignecto	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.233333,-76.478611	Fort Frontenac	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.5086699 -73.55399249999999	Montreal	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
20.350771 -74.502449	Baracoa	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
23.1168 -82.38855699999999	Havana	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
19.850609 -71.64529399999999	Monte Cristi	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
16.2732353 -61.46689620000001	Grand-Terre Island	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
15.9232223 -61.2568777	Marie-Galante Island	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
7.01242 -58.46687	Essequibo, Dutch Guyana	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
19.75622 -72.199669	Cap Français	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.16448 -76.44703	Breastworks	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.98333 -77.3	Clarendon Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.9661566 -76.7932055	Kingston	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.0166667 -76.7666667	Liguanea	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.07767 -76.42577	Moore Town	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.87418 -76.32	Pero, Jamaica	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.1757009 -76.45025249999999	Port Antonio	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.934681 -76.840508	Port Royal	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.13333 -76.53333	Portland Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.918 -76.578	St. David Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.21384 -76.70737	St. George Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.05 -77.78333	St. Elizabeth Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.994761 -76.95159900000002	St. Jago de la Vega	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.3923184 -77.85959629999999	St. James Parish	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.33333 -77.35	Titchfield	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.3469 -62.8372	Brimstone Hill Fortress	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.3348813 -62.80882510000001	English quarter of St. Christophers	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.36667 -62.85	Fig Tree Fort	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.31667 -62.7	French quarter of St. Christophers	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.294777 -62.723587	Fort Londonderry	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.3551438 -62.8455837	Sandy Point, St. Kitts	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
14.0101094 -60.98746869999999	Carenage	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
9.549999999999999 -79.64999999999999	Porto Bello	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-12.0478158 -77.0622028	Lima	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.8772 -69.523	Fort Frederick	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.87908119999999 -69.5212465	Pemaquid	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.8755047 -69.4922699	New Harbor	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.16174830000001 -70.6482581	York, ME	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.66147100000001 -70.2553259	Portland	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.7130794 -69.7905955	Norridgewock	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.5901974 -70.33449209999999	Scarborough	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.7405556 -70.2772222	Falmouth, ME	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.0881035 -69.8025739	Fort Richmond	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.9140162 -69.9669961	Fort George, ME	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.9575 -69.5091667	Bristol, ME	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.955914 -69.5586582	Walpole	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.8764706 -69.633657	Boothbay	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.0365242 -69.53861859999999	Newcastle, ME	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.9187038 -69.8009529	Woolwich	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.0952725 -69.37560169999999	Waldoboro	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.8511111 -70.2341667	North Yarmouth	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.26831989999999 -70.8635506	Berwick	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.7354367 -69.8581002	Small Point Harbor	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.9814292 -70.9477546	Exeter, NH	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.06346 -70.71777	New Castle, NH	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.0717552 -70.7625532	Portsmouth, NH	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.0713608 -70.7101527	Fort William and Mary	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.3584308 -71.0597732	Boston	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.3736158 -71.10973349999999	Cambridge	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.8125913 -70.87727509999999	Newburyport	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.9584457 -70.6672621	Plymouth	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.5256563 -71.0952891	Reading, MA	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.9487077 -71.0731162	Raynham	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.51954 -70.8967155	Salem	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.900101 -71.0897674	Taunton	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.5481714 -71.1724467	Wilmington, MA	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.4792618 -71.1522765	Woburn	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.4096528 -71.8571331	Worcester County	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.4901024 -71.3128285	Newport	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.76371109999999 -72.6850932	Hartford	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.4351069 -73.7948516	Putnam County, NY	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.026819 -76.17837390000001	Iroquoia	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.7143528 -74.00597309999999	New York City	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.4659017 -76.508275	Oswego	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.2630008 -79.0640399	Fort Niagara	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.6525793 -73.7562317	Albany	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.01533 -73.42735	Albany	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.3911653 -74.3118212	Orange County, NY	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.7031649 -74.0169901	Fort George, NY	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.2133955 -77.5797226	Irondequoit, NY	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.066667 -73.616667	Saratoga, NY	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.5067723 -74.2654234	Perth Amboy	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.4781616 -74.0162658	Sandy Hook	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.6014555 -79.75977089999999	Allegheny (Shawnee town)	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.94066 -76.34635	Conestoga	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.816453 -79.5219893	Kittanning	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.952335 -75.16378900000001	Philadelphia	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.6620572 -75.56631320000001	New Castle, DE	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.7745565 -75.13934979999999	Lewes	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.9784453 -76.4921829	Annapolis	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.4128281 -76.5025742	Gloucester County	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.68765 -76.31216	Norfolk County	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.966667 -76.633333	Northern Neck	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.73765 -76.00521	Princess Anne County	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.2707022 -76.7074571	Williamsburg	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.935995 -76.64133129999999	Albemarle County	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.4771094 -76.8116045	Bath, NC	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.4613504 -76.91820969999999	Beaufort County, NC	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
34.2257255 -77.9447102	Cape Fear	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.1354131 -76.6181655	Chowan	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.4465659 -76.0142968	Currituck	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.057938 -76.6077213	Edenton	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.5624867 -75.95500489999999	Hyde County, NC	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.43154 -76.94802	Mouth of Meherrin River	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.8897427 -75.66153840000001	Roanoke Island	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.8925537 -76.17837390000001	Tyrrell County, NC	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.7765656 -79.93092159999999	Charleston	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.3790843 -80.6926069	Port Royal, SC	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.2974184 -81.1192779	Purrysburgh	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
31.3664417 -81.4156977	Fort King George (Altamaha)	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
29.95106579999999 -90.0715323	New Orleans	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.328889 -83.045833	Fort Detroit	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.51279 -0.09184	London	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5042 -0.1264	Whitehall	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5 -0.08333	Southwark	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5047 -0.1375	St. James's Palace	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5164 -0.119	Newcastle House	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.511507 -0.131729	Gerrard Street	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.51557 -0.085579	Austin Friars	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5087 -0.08239	Custom House, London	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.49866 -0.13341	Scotland Yard	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.513 -0.071851	Goodman's Fields	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5187 -0.1034	Smithfield, London	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.507 -0.12493	Charing Cross	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.49937 -0.12846	Westminster	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5089 -0.1269	St. Martin-in-the-Fields	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5144 -0.081	St. Mary Axe	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.46005 -0.30075	Richmond	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.512629 -0.087268	Pontack's, London	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.40309 -0.33697	Hampton Court	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.515278 -0.129444	Denmark Street, London	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5141 -0.0854	Merchant Taylors Hall	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
